Question,Answer
Und do aldooolat ko kaise jorta hai?,"Und do aldoolaat ko jorhta hai, unko 'shamil' karta hai."
Agar diye gaye do jotay main same subject hain jo 'und' se connect hain toh kia hum isko repeat kar sakte hain?,"Haan, agar diye gaye do jotay main same hain jo 'und' se connect hain toh aap doosray jotay main isko repeat kar sakte hain. Lekin ye zaroori nahi hain ke repeat karen."
Und ka kia function hota hai English main?,"Und ka function English main 'and' ke tarah hota hai, do phrases ya sentences ko connect karta hai."
Aber kya hai?,Aber Angrezi mein 'but' ki tarah istamal hota hai.
Aber kis tarah estamal hota hai?,Aber doosri aldoohlat pehli aldoohlat ke mukhalif malomat rakhta hai.
Aber ka kya function hai?,Aber ek contradiction ya contrast ko highlight karne ke liye istamal hota hai.
aber ke saamne kia ata hai?,'aber' ke saamne hamesha comma hota hai.
Oder kis language ka word hain?,Oder German language ka word hain.
Oder English main kya kaam karta hain?,Oder English main 'or' ki tarha kaam karta hain.
Oder kab zyada istemal kiya jata hain?,Jab aap kuch sujhaw dete hain ya jab aap sawal kar rahe hote hain tab oder ka zyada istemal kiya jata hain.
Oder kis tarah mutabadil izhaar karti hai?,Doosri aldoohlat ek mutabadil izhaar karti hai.
Kis idea ko 'Sondern' express karta hai?,'Sondern' ek 'but' ka idea express karta hai jab koi negative information provide ki gayi ho.
'Sondern' ka istemal kab hota hai?,'Sondern' negative jalasey yaani contradicting that negative information ke baad istemal hota hai 'but' ke sense mein.
Sondern' ka usage kaise hota hai?,'Sondern' ka istemal tab hota hai jab ek negative statement ko contradict kiya jaata hai. Yeh 'but' jaisa kaam karta hai.
'Sondern' ke zikar ke waqt kya lagaya jata hai?,'Sondern' ke zikar ke waqt hamesha comma lagaya jata hai.
What are some examples of subordinating conjunctions?,"Some examples of subordinating conjunctions are 'dass' which means 'that', 'obwohl' which means 'although' and 'wenn' which means 'when'."
What is the role of a subordinating conjunction?,The role of a subordinating conjunctions is to introduce a subordinate clause and send the finite verb to the end.
What does a subordinating conjunction do in a sentence?,A subordinating conjunctions send the finite verb to the end of the sentence giving it a structure.
What language are the conjunctions mentioned in the paragraph from?,The conjunctions in the paragraph are from the German language.
Dass ka English mein kya matlab hota hai?,Dass ka English mein matlab hota hai 'that'.
Dass kin verbs ke baad istemal hota hai?,"Dass 'glauben' yaani 'believe', 'meinen' yaani 'be of the opinion' aur 'denken' yaani 'think' ke baad istemal hota hai."
Dass kahan aur kaise istemal hota hai?,"Dass reported speech ke doran (for example, 'sagen' yaani 'say' ya 'berichten' yaani 'report') ke baad istemal hota hai."
Dass ke kya features hain?,"Dass verbs ke baad use hota hai, ye 'that' ki tarah istemal hota hai, aur reported speech ke doran use hota hai."
Obwohl ka kya istemal hota hai?,Obwohl ka istemal aik qualification ya contrast express karne k liye hota hai.
Obwohl ki angrezi equivalent kya hai?, Obwohl ki angrezi equivalent 'although' hai.
1. 'Weil' ka istemal kis word ki bajai German me kiya jata hai?,'Weil' ka istemal angrezi word 'because' ki bajai German me kiya jata hai.
2. 'Weil' aur 'denn' me kya similarity hai?,'Weil' aur 'denn' ka matlab bilkul wesa hi hai.
3. 'Weil' ka istemal konse context me zyada hota hai?,'Weil' ka istemal zyada tar bol chal ki German language me hota hai.
4. 'Weil' german me kis jesa hai?,'Weil' german me 'denn' ke jesa hai.
'Als' ka istemaal kab kiya jata hai?,'Als' ka istemaal maazi ke waqt mein kiye jatay hain.
Jab Jens ko hadsa hua tha tab hum kahan the?,"Hum wahan nahin the, jab Jens ko hadsa hua."
Bachpan mein kahan rehte the?,Main Canada mein rehta tha jab main bacha tha.
'Als' ko kis tarah se estemaal kiya jata hai?,'Als' ko maazi ke waqt mein waqia ya lambay arsay ke liye istemal kiya jata hai.
'Wenn' ka kaun sa istemaal 'if' ke mutabiq hota hai?,"'Wenn' ka istemaal 'if' ke mutabiq tab hota hai jab hum kisi shart ya condition ke baare me baat karte hain. Misal ke taur par, agar koi shauq rakhta hai to cinema ja sakte hain ya phir agar koi mehnat na kare to unki madad nahi ki jayegi."
'Wenn' ka doosra istemaal kis cheez se mutaliq hota hai?,'Wenn' ka doosra istemaal maazi me baar baar hote hue cheezon se mutaliq hota hai.
'Wenn' ka istemaal kar ke waqt aur paisa ke hawalay se kya misaal di gayi hai?,"'Wenn' ka istemaal waqt aur paisa se ise tarhan kiya gaya hai- Jab bhi usay waqt mila, woh hamesha cinema jata tha. Woh ghar jaate the jab unke paas paisa khatm ho jata tha."
'Wenn' kis tarhan cinema ke hawalay se istemaal kiya gaya hai?,"'Wenn' ka istemaal cinema ke hawalay se 2 alag tareeqo se kiya gaya hai. Ek to jab koi cinema dekhne ka shauq rakhta hai. Doosra jab kisi ko waqt milta tha, to wo hamesha cinema jata tha."
Jab boyfriend nahi hota toh woh kya karta hai?,Uski girlfriend visit karti hai.
Kya hota hai jab barish hoti hai?,Hum ghar mein rehte hain.
Kya hota tha jab hawa 25 darje se zyada garam hoti thi?,Hum school nahin jaate the.
Kis paristithi mein wo school nahi jaate the?,Jab hawa 25 darje se zyada garam hoti thi.
Kya subordinate clause mein ek se zyada verb ki form ko akhri position pe move kar dia jata hai?,"Jee Haan, agar subordinate clause mein ek se zyada verb ki form hai, to finite verb ko akhri position pe move kar dia jata hai."
Kya aksar finite verb ya to modal verb hoti hai ya phir auxiliary verb hoti hai?,"Jee Haan, aksar finite verb ya to modal verb hoti hai ya phir auxiliary verb hoti hai."
Subordinate clause se sentence shuru krne mein konsa part akhir mein aata hai?,Finite verb subordinate clause ke akhir mein aati hai.
Main clause ki finite verb kahan move hoti hai jab sentence subordinate clause se shuru hota hai?,Main clause ki finite verb uske clause ki front pe move hoti hai.
Subordinate clause aur main clause mein kya common hota hai?,Dono finite verbs ek dusre ke sath khari hoti hain.
Subordinate clause aur main clause ke beech kya hota hai?,Subordinate clause aur main clause ke beech comma hota hai.
Q1: Kya do clauses ko link karne ke liye same subject ki zarurat hoti hai?,"A1: Agar subject dono clauses mein same hai, toh unhe link karne ke liye doosre clause mein subject ko repeat karne ki zarurat nahi hoti."
Q2: 'Denn' aur 'weil' ka kya matlab hota hai?,A2: 'Denn' aur 'weil' ka matlab ‘because’ hota hai.
Q3: Kya 'Wenn' aur 'als' ka matlab german mein alag hota hai?,"A3: Haan, 'Wenn' aur 'als' ka matlab german mein alag hota hai, lekin english mein sirf 'when' use hota hai inko differentiate karne ke liye."
Q4: 'Subordinate clause' mein 'finite verb' kahan hoti hai?,"A4: Subordinate clause mein, finite verb hamesha akhir mein hoti hai."
Kya aap dosray jumlay main mozo nakal sakte hain?,"Nahi, Apko kuch bhi nahi nakalna hota hai. Aap sirf un alfazon ka istemaal karte hain jinke aapko zaroorat hoti hai."
kya nakal kiye baghair dosray jumlay main alfaaz istemal kar sakte hain?,"Ji, haan. Aap deegar alfaz ko nakal kiye begair chor sakte hain, aur sirf un alfazon ka istemaal karen jinka aapko zaroorat hota hai."
Ataat kya hota hai aur iska istemal kyun hota hai?,Ataat wo lafz ya fraz hota hai jab istemal hota hai to jumlay ka matlab ya us ki samajh badal jati hai.
Ataat istemal krne se kya asar hota hai jumlay ki samajh per?,Ataat istemal krne se jumlay ka matlab ya us ki samajh badal jati hai.
Matheeti jumlay main muqarrar feal kab istemal hota hai?,Matheeti jumlay main muqarrar feal tab istemal hota hai jab aap kisi feal ya kaam ki baat kartay hain jis kay barey main aap pehle say jaan rakhtay hain. Ya phir kisi aisi baat ki tasdiq kartey hain jis ka aap ko ilm ho.
Muqarrar feal kaisay define kiya jata hai?,"Muqarrar feal ko esay define kiya jata hai jab aap kisi feal ya kaam ki baat karein jis kay barey main aap pehle say jaan rakhtay hain, ya phir kisi aisi baat ki tasdiq karein jis ka aap ko ilm ho."
Wenn ka kya matlab hota hai?,'Wenn' ka lafzi mana jab hota hai.
Als ka kya matlab hota hai?,'Als' ka lafzi mana 'Jaisa' hota hai.
Wenn orr Als dono alfaz apni kaunsi jagah pe istemal hote hain?,Dono alfaz apni muqarar jagah pe istemal hote hain.
Wenn orr Als ke lafzi manay kya hain?,'Wenn' ka lafzi mana jab hota hai aur 'Als' ka lafzi mana 'Jaisa' hota hai.
1. 'Denn' aur 'Weil' dono ka lafzi matlab kya hota hai?,1. 'Denn' aur 'Weil' dono ka lafzi matlab 'Kyunki' hota hai.
2. 'Denn' aur 'Weil' kis context main istemal hote hain?,2. 'Denn' aur 'Weil' ka istemal alag alag context main hota hai.
3. 'Denn' aur 'Weil' kis language ke alfaaz hain?,3. 'Denn' aur 'Weil' German language ke alfaaz hain.
4. Kya 'Denn' aur 'Weil' interchangeable hain?,"4. Generally, 'Denn' aur 'Weil' ka istemal context ke depend karta hain lekin inn dono words ko aam taur par interchangeably use nahi kiya jata."
English main alfaz ka tarteeb kya hota hai?,English main alfaz ka tarteeb bohat sakhti se muqarar hai.
English main pattern kis tarah se muqarar hota hai?,"English main pattern yeh hota hai keh pehlay subject aata hai, phir verb aur uskay baad object ya digar elements."
"Subject, verb aur object ka kya tarteeb hota hai English main?","English main alfaz ka tarteeb yeh hota hai keh pehlay subject aata hai, phir verb aur uskay baad object ya digar elements."
Kya English main alfaz ka tarteeb sakhti se muqarar hota hai?,"Jee han, English main alfaz ka tarteeb bohat sakhti se muqarar hota hai."
"1) German ki twba ki azmain, main verb ka position kahn hota hai?","1) German ki sentences main verb ka position dosray number par hota hai jab dui verb ho to, jabkeh infinitive ya participle akhir mein hota hai."
"2) German main 2 forms of verbs hotein hain, kya woh dono ek hi position me rehte hain?","2) Nahi, jab sentence main do verb form hote hain to aik akhir main chala jata hai (infinitive ya participle), jabkeh finite verb ko main sentence ke dosray number par rakha jata hai. In subordinate clauses, the finite verb is placed at the end."
Rule kya hai sentence ke elements ki sequencing ke mutalliq?,Rule ye hai ke Time expressions hamesha Manner se pehle aate hain aur uske baad Place ki tafseelat aati hai.
"Time, Manner aur Place ki sequencing kis tarhan ki jati hai?","Time expressions hamesha sabse pehle aate hai, uske baad Manner yani kaam ko kaise kiya jata hai, aur phir aakhri main Place yani wo jagah jahan kaam hua."
German mein verb ka position kab hota hai?,"German mein, verb statement mein hamesha second position pe hoti hai."
German ki basic pattern kya hoti hai?,German ki basic pattern English jesi hoti hai: subject – verb – object ya koi or elements.
1. German word order kis language se zyada flexible hai?,1. German word order English se zyada flexible hai.
2. German mein konse elements ko first position pe rakh sakte hain?,2. German mein aap subject ke ilawa kai elements ko first position pe rakh sakte hain.
3. German mein first position mein aam tor pe kon sa element rakha jata hai?,3. German mein time ya location ke description ko first position pe rakhna aam baat hai.
4. Time ya location ka description kon se position pe rakha jata hai German mein?,4. German mein time ya location ka description first position pe rakha jata hai.
What is subject-verb inversion in German grammar?,"Subject-verb inversion in German grammar refers to placing the subject right after the verb when the subject is not in the first position. For instance, if the time expression is placed in the first place in German, the finite verb always comes before the subject."
What may cause difficulty for English speakers with subject-verb inversion?,"The subject-verb inversion may cause difficulty for English speakers because in an English sentence, the subject is always before the verb, which is different from the sentence structure in German when the time expression is in the first place."
Q1: Kis element ko emphasize krnay k liye aap kisi sentence mein kya change kar sakte hain?,"A1: Sentence ko emphasize karne k liye, hum finite verb se pehle kisi dusri element ko rakh sakte hain."
Q2: Pehlay element mein kya add kar k apna desired information zaor se bata sakte hain?,A2: Aap pehlay element mein apni desired information add kar k zaor se bata sakte hain. Jaisa ki uper diye gaye example mein Italy jaane ki information.
Q3: Kisi sentence ko emphasise karne ke liye hum kis element ko finite verb se pehle rakhte hain?,A3: Hum kisi dusre element ko finite verb se pehle rakh kar sentence ko emphasise kar sakte hain.
Q4: Aap kis tarah se zaor dena chah rahe hain ki aap apne parents ke sath Italy ja rahe hain kisi aur ke sath nahi?,"A4: Main apni sentence ke pehle element mein ye information add kar sakta hoon ki main apne parents ke sath Italy ja raha hoon, kisi aur ke sath nahi."
1. What are some commonly used words or phrases at the start of a sentence?,"1. Some commonly used words or phrases at the start of a sentence are 'danach', 'dann', 'deswegen', 'glücklicherweise', 'leider', 'manchmal', and 'zum Glück'."
2. What is the meaning of 'danach' in English?,2. The meaning of 'danach' in English is 'afterwards'.
